code,name,cname,category,price,diff,chg,preclose,open,high,low,amplitude,volume,mktcap,pe,market,category_id
MPW,"Medical Properties Trust, Inc.","Medical Properties Trust, Inc.",房地产信托投资基金,20.79,-0.32,-1.52,21.11,21.17,21.2,20.55,3.08%,3193598,10713698913,25.66666772,NYSE,227.0
EMN,Eastman Chemical Co.,伊士曼化工公司,化学制品,78.67,-0.59,-0.74,79.26,80.4,80.4,78.56,2.32%,1187004,10695428787,14.14928039,NYSE,88.0
FWONK,Liberty Media Corp.,Liberty Media Corp.,,46.18,0.21,0.47,45.97,46.3,46.73,45.47,2.74%,1572037,10594241249,-29.04402474,NASDAQ,
MYL,Mylan NV,迈兰制药,制药,20.65,0.55,2.74,20.1,20.1,20.65,20.05,2.99%,8761042,10565241869,229.44443109,NASDAQ,10.0
AVTR,"Avantor, Inc.","Avantor, Inc.",,18.45,0.3,1.65,18.15,18.5,18.53,18.18,1.93%,2386388,10542793134,-13.66666699,NYSE,
TEVA,Teva Pharmaceutical Industries Ltd.,梯瓦制药公司,生物技术和制药,9.56,-0.24,-2.45,9.8,9.87,9.93,9.46,4.74%,18666961,10506330043,-2.48311705,NYSE,700.0
CHRW,"C.H. Robinson Worldwide, Inc.",罗宾逊物流公司,,77.83,-0.37,-0.47,78.2,78.5,78.5,76.91,2.03%,1258782,10466321384,16.08057838,NASDAQ,790.0
PKG,Packaging Corporation of America,Packaging Corporation of America,包装容器,110.72,-1.27,-1.13,111.99,112.89,112.89,110.36,2.26%,850445,10464147147,13.70297058,NYSE,65.0
BHC,"Bausch Health Cos., Inc.","Bausch Health Cos., Inc.",,29.91,-0.01,-0.03,29.92,30.23,30.34,29.55,2.64%,2833292,10425801056,-16.99431819,NYSE,
PHM,"PulteGroup, Inc.",普得集团,房屋建筑商,38.68,-0.12,-0.31,38.8,38.87,38.98,38.33,1.68%,2049336,10421305112,11.75683913,NYSE,110.0
CG,The Carlyle Group LP,凯雷,"私募股权投资
",32.02,-0.06,-0.19,32.08,32.25,32.46,31.33,3.52%,11275611,10415273801,10.53289502,NASDAQ,240.0
ETFC,E*TRADE Financial Corp.,亿创理财,,46.09,0.72,1.59,45.37,45.67,46.1,45.38,1.60%,1742197,10367285056,11.10602388,NASDAQ,708.0
REG,Regency Centers Corp.,Regency Centers Corp.,,61.68,-1.41,-2.23,63.09,63.47,63.47,61.53,3.07%,681386,10355455443,37.15662744,NYSE,729.0
TRMB,"Trimble, Inc.",天宝导航公司,,41.94,0.24,0.59,41.69,41.77,42.26,41.3,2.30%,615913,10332425532,32.76172056,NASDAQ,714.0
CMA,"Comerica, Inc.",联信银行,银行,71.75,0.0,0.0,71.75,72.0,72.23,70.74,2.08%,1455644,10323588116,9.00250965,NYSE,61.0
TXT,"Textron, Inc.",德事隆,,45.48,0.88,1.97,44.6,45.05,45.5,44.61,2.00%,1487517,10314064330,12.3586953,NYSE,785.0
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,,14.98,-0.07,-0.47,15.05,15.0,15.07,14.81,1.76%,641772,10286249608,12.38016452,NYSE,694.0
ON,ON Semiconductor Corp.,ON Semiconductor Corp.,,25.06,0.68,2.79,24.38,24.75,25.08,24.4,2.79%,5650981,10265996460,32.54545466,NASDAQ,
PINS,"Pinterest, Inc.",Pinterest,,18.8,0.16,0.86,18.64,18.8,19.1,18.57,2.87%,6335199,10214524690,-6.64310945,NYSE,
WUBA,58.com Inc.,58同城,媒体内容,68.05,3.32,5.13,64.73,66.12,68.44,65.89,3.95%,805586,10173174852,11.37959914,NYSE,702.0
JNK,SPDR Bloomberg Barclays High Yield Bond ETF,债券指数ETF-SPDR Barclays高收益债,股权,109.98,0.44,0.4,109.54,109.8,109.98,109.69,0.26%,5311440,10168773646,,NYSE,145.0
NI,"NiSource, Inc.",印北瓦电,,27.18,-0.66,-2.37,27.84,27.93,28.0,27.08,3.30%,4191657,10141719946,22.09756088,NYSE,694.0
CF,"CF Industries Holdings, Inc.",CF实业,化学制品,46.4,-1.34,-2.81,47.74,48.19,48.19,46.03,4.52%,2521641,10062753019,21.18721476,NYSE,88.0
BAH,Booz Allen Hamilton Holding Corp.,博思艾伦咨询公司,,71.9,0.77,1.08,71.13,71.73,71.9,71.12,1.10%,677651,10046995913,22.3987541,NYSE,750.0
CDAY,"Ceridian HCM Holding, Inc.","Ceridian HCM Holding, Inc.",,70.02,2.14,3.15,67.88,68.43,70.04,68.02,2.98%,1268925,10020148390,125.03570776,NYSE,
PNW,Pinnacle West Capital Corp.,品尼高西方资本品西资本,,88.71,-1.22,-1.36,89.93,90.13,90.25,88.4,2.06%,707637,9967483430,19.93483211,NYSE,911.0
NBIX,"Neurocrine Biosciences, Inc.",神经分泌生物科学,制药,108.3,0.81,0.75,107.49,108.0,108.74,107.17,1.46%,675842,9964701748,470.86956994,NASDAQ,10.0
WTR,"Aqua America, Inc.",美国水务,"水业
",45.88,-1.06,-2.26,46.94,46.9,46.93,45.73,2.56%,1227977,9898467658,64.61972177,NYSE,272.0
DVN,Devon Energy Corp.,德文能源,油气,25.79,-0.18,-0.69,25.97,26.21,26.28,25.63,2.49%,5047066,9896336111,7.98452036,NYSE,76.0
HSIC,"Henry Schein, Inc.",亨利香恩服务,医疗保健产品,67.12,0.4,0.6,66.72,67.19,67.94,66.75,1.78%,982565,9834514173,20.09580972,NASDAQ,63.0
CRWD,"CrowdStrike Holdings, Inc.",CrowdStrike,,49.44,-0.43,-0.86,49.87,50.03,50.75,49.25,3.01%,4427985,9822648390,-71.65217217,NASDAQ,
RPM,"RPM International, Inc.","RPM International, Inc.",化学制品,75.98,-0.78,-1.02,76.76,77.04,77.47,75.48,2.59%,844661,9820667441,32.60944457,NYSE,88.0
DGRO,iShares Core Dividend Growth ETF,iShares Core Dividend Growth ETF,,42.36,0.29,0.69,42.07,42.28,42.36,42.1,0.62%,1740404,9814118660,,NYSE,
VIPS,Vipshop Holdings Ltd.,广州唯品会信息科技有限公司,,14.8,0.63,4.45,14.17,14.27,14.84,14.27,3.99%,7083402,9768849721,20.84507132,NYSE,712.0
NRG,"NRG Energy, Inc.",NRG能源,电力,38.8,-0.95,-2.39,39.75,39.83,39.99,38.59,3.53%,2563615,9753040946,16.86956524,NYSE,21.0
RL,Ralph Lauren Corp.,拉夫劳伦,服饰,118.79,1.57,1.34,117.22,117.95,118.94,116.92,1.72%,781086,9739877824,20.58752189,NYSE,148.0
DOX,Amdocs Ltd.,Amdocs Ltd.,,72.45,0.26,0.36,72.19,72.31,72.57,71.89,0.94%,987919,9729262910,20.75931139,NYSE,750.0
CCK,"Crown Holdings, Inc.",皇冠控股,,72.21,-0.33,-0.45,72.54,72.85,73.53,71.19,3.23%,1165289,9711187521,20.28370793,NYSE,736.0
COUP,"Coupa Software, Inc.","Coupa Software, Inc.",媒体内容,153.57,7.32,5.01,146.25,149.55,154.5,148.0,4.44%,1596079,9689653482,-113.75555897,NYSE,702.0
NOV,"National Oilwell Varco, Inc.",美国国民油井华高公司,油气服务,25.26,0.21,0.84,25.05,25.05,25.27,24.72,2.21%,3235354,9670879261,-1.6930295,NYSE,68.0
APO,"Apollo Global Management, Inc.",阿波罗全球管理,"私募股权投资
",47.66,-0.05,-0.1,47.71,47.83,48.08,47.47,1.28%,1375946,9628076176,23.24878095,NYSE,240.0
DVA,"DaVita, Inc.",达维塔保健,卫生保健设施,75.25,0.22,0.29,75.03,75.26,75.4,74.61,1.05%,1310558,9607118156,28.94230875,NYSE,692.0
CGNX,Cognex Corp.,康耐视科技,,56.61,0.57,1.02,56.04,56.44,56.74,55.38,2.43%,711477,9596720433,57.18181825,NASDAQ,714.0
AGNC,AGNC Investment Corp.,美国资本代理公司,房地产信托投资基金,17.78,0.1,0.57,17.68,17.71,17.78,17.63,0.85%,3083816,9555317636,-8.80198062,NASDAQ,227.0
BKI,"Black Knight, Inc.",巴克艾科技,化学制品,64.03,-0.45,-0.7,64.48,64.65,64.65,63.44,1.88%,2119162,9553956584,62.16504909,NYSE,88.0
TECK,Teck Resources Ltd.,Teck Resources Ltd.,,17.54,0.17,0.98,17.37,17.63,17.77,17.45,1.84%,3278161,9526423277,7.90090121,NYSE,
EWZ,iShares MSCI Brazil Capped ETF,巴西ETF-iShares MSCI,股权,48.41,0.96,2.02,47.45,47.76,48.48,47.72,1.60%,33403493,9519647008,-3.31348398,NYSE,145.0
IWN,iShares Russell 2000 Value ETF,罗素2000价值股指数ETF-iShares,股权,128.44,-0.14,-0.11,128.58,129.47,129.47,127.5,1.53%,1124370,9516565385,6.90537633,NYSE,145.0
VER,"VEREIT, Inc.","VEREIT, Inc.",,9.02,-0.22,-2.38,9.24,9.28,9.28,8.92,3.90%,7105704,9484269860,-21.47619224,NYSE,
APA,Apache Corp.,阿帕契公司,油气,25.36,-0.23,-0.9,25.59,25.7,25.93,25.13,3.13%,3265529,9462946511,-10.02371577,NYSE,76.0
TRGP,Targa Resources Corp.,Targa Resources Corp.,,40.61,-0.22,-0.54,40.83,40.95,41.15,40.22,2.28%,1620987,9432489718,-28.80141955,NYSE,710.0
IGIB,iShares Intermediate-Term Corporate Bond ETF,iShares Intermediate-Term Corporate Bond ETF,,58.12,0.14,0.24,57.98,58.13,58.22,58.07,0.26%,2319575,9429190717,,NASDAQ,
MTUM,iShares Edge MSCI USA Momentum Factor ETF,iShares Edge MSCI USA Momentum Factor ETF,股权,125.98,0.42,0.33,125.56,126.2,126.37,125.33,0.83%,777618,9419049294,,AMEX,145.0
IWO,iShares Russell 2000 Growth ETF,罗素2000成长股指数ETF-iShares,股权,214.57,0.35,0.16,214.22,215.71,215.74,212.35,1.58%,778070,9413428026,7.43228268,NYSE,145.0
FTI,TechnipFMC Plc,FMC能源设备公司,油气服务,21.33,-0.11,-0.51,21.44,21.45,21.55,21.16,1.80%,3268691,9401435246,-4.26599998,NYSE,68.0
AU,AngloGold Ashanti Ltd.,AngloGold Ashanti Ltd.,,22.69,0.35,1.57,22.34,22.5,22.9,22.34,2.51%,2342976,9389885559,-63.02777676,NYSE,717.0
LPT,Liberty Property Trust,Liberty Property Trust,,59.59,-0.46,-0.77,60.05,60.13,60.46,59.16,2.16%,1159787,9389689069,20.83566515,NYSE,
TSU,TIM Participa莽玫es SA,堤姆通信服务,,19.61,0.5,2.62,19.11,19.35,19.72,19.23,2.57%,1172450,9371266135,11.07909651,NYSE,697.0
MBT,Mobile TeleSystems PJSC,移动电信,,10.33,0.18,1.77,10.15,10.17,10.33,10.16,1.67%,1597812,9370779604,9.65420506,NYSE,697.0
DXC,DXC Technology Co.,DXC Technology Co.,,36.76,-0.83,-2.21,37.59,38.03,38.37,36.28,5.56%,2930653,9364407711,-7.53278636,NYSE,
WHR,Whirlpool Corp.,惠而浦,家具家饰,148.45,0.92,0.62,147.53,148.94,149.45,145.83,2.45%,804465,9309961942,8.89454717,NYSE,139.0
UGI,UGI Corp.,UGI Corp.,"天然气
",44.76,-0.4,-0.89,45.16,45.26,45.26,44.27,2.19%,2008140,9294719736,30.04026714,NYSE,334.0
AEG,AEGON NV,荷兰全球保险,保险,4.6,0.07,1.55,4.53,4.59,4.6,4.56,0.88%,1408996,9268771854,3.86554595,NYSE,25.0
CZR,Caesars Entertainment Corp.,凯撒娱乐,,13.6,0.0,0.0,13.6,13.62,13.69,13.59,0.74%,10963396,9267117438,-13.60000038,NASDAQ,673.0
UAA,"Under Armour, Inc.","Under Armour, Inc.",,21.78,0.18,0.83,21.6,21.83,21.83,21.38,2.08%,4273629,9215141191,87.12000275,NYSE,
KL,Kirkland Lake Gold Ltd.,Kirkland Lake Gold Ltd.,,44.23,0.16,0.36,44.07,44.59,44.75,43.78,2.20%,984727,9173135100,18.66244797,NYSE,
WES,Western Midstream Partners LP,Western Midstream Partners LP,管道,20.32,0.63,3.2,19.69,19.89,20.38,19.78,3.05%,1276672,9164189793,14.83211651,NYSE,112.0
GLPI,"Gaming & Leisure Properties, Inc.","Gaming & Leisure Properties, Inc.",,42.73,-0.32,-0.74,43.05,43.16,43.16,42.25,2.11%,776670,9140553830,28.48666636,NASDAQ,729.0
FBHS,"Fortune Brands Home & Security, Inc.","Fortune Brands Home & Security, Inc.",建筑材料,65.81,0.47,0.72,65.34,65.5,65.81,64.7,1.70%,1069532,9090735411,22.30847339,NYSE,86.0
OHI,"Omega Healthcare Investors, Inc.","Omega Healthcare Investors, Inc.",房地产信托投资基金,41.67,-0.68,-1.61,42.35,42.58,42.64,41.2,3.39%,1350178,9070017238,25.56441613,NYSE,227.0
GWRE,"Guidewire Software, Inc.","Guidewire Software, Inc.",软件,110.08,0.31,0.28,109.77,110.25,111.31,109.52,1.64%,808220,9063120978,,NYSE,14.0
FVD,First Trust Value Line Dividend Index Fund,First Trust Value Line Dividend Index Fund,股权,35.96,-0.07,-0.19,36.03,36.11,36.15,35.78,1.02%,1765166,9041810412,,NYSE,145.0
USFD,US Foods Holding Corp.,US Foods Holding Corp.,,40.98,-0.91,-2.17,41.89,41.92,41.98,40.75,2.94%,1774509,9039646738,22.64088444,NYSE,
BWA,"BorgWarner, Inc.",博格华纳,汽车部件与设备,43.95,0.57,1.31,43.38,44.0,44.05,43.35,1.61%,1188415,9023744214,11.9754768,NYSE,84.0
LK,"Luckin Coffee, Inc.",瑞幸咖啡,,38.08,-1.28,-3.25,39.36,40.0,40.07,36.6,8.82%,16818883,9003576671,-15.23200073,NASDAQ,
NNN,"National Retail Properties, Inc.","National Retail Properties, Inc.",,52.38,-1.24,-2.31,53.62,53.64,53.82,51.94,3.51%,832825,8971518443,37.41428711,NYSE,729.0
ZEN,"Zendesk, Inc.","Zendesk, Inc.",,79.99,3.36,4.38,76.63,77.52,80.14,77.37,3.61%,2437642,8933616693,-52.62499925,NYSE,
ZION,Zions Bancorporation NA,锡安银行,银行,52.44,0.52,1.0,51.92,52.36,52.48,51.79,1.33%,1493580,8915266547,11.62749356,NASDAQ,61.0
TTM,Tata Motors Ltd.,塔塔汽车,汽车制造,13.52,0.59,4.56,12.93,13.48,13.57,13.45,0.93%,1649464,8909524619,-2.2310232,NYSE,155.0
OGE,OGE Energy Corp.,OGE Energy Corp.,,44.06,-0.41,-0.92,44.47,44.5,44.54,43.75,1.78%,791288,8751222577,19.49557591,NYSE,911.0
ATH,Athene Holding Ltd.,Athene Holding Ltd.,,47.55,0.52,1.11,47.03,47.33,47.58,46.93,1.37%,953291,8749570345,5.60731153,NYSE,
IPG,"Interpublic Group of Cos., Inc.",埃培智,广告,22.71,-0.39,-1.69,23.1,23.27,23.36,22.39,4.22%,4511445,8731725133,13.35882262,NYSE,36.0
IRM,"Iron Mountain, Inc.",铁山公司,,30.41,-1.46,-4.58,31.87,31.9,32.03,30.2,5.73%,8481333,8717662566,26.21551786,NYSE,723.0
GGG,"Graco, Inc.",固瑞克,,52.49,0.49,0.94,52.0,52.13,52.5,51.83,1.29%,690515,8687570330,26.24500084,NYSE,774.0
CY,Cypress Semiconductor Corp.,赛普拉斯半导体,半导体,23.49,0.16,0.69,23.33,23.33,23.49,23.33,0.69%,3496012,8681071240,29.73417612,NASDAQ,12.0
ST,Sensata Technologies Holding Plc,Sensata Technologies Holding Plc,,54.2,0.33,0.61,53.87,54.26,54.37,53.52,1.58%,783253,8563818684,18.31081083,NYSE,774.0
NWS,News Corp.,新闻集团,媒体,14.81,0.3,2.07,14.51,14.63,14.82,14.55,1.86%,674695,8535397907,-51.06896843,NASDAQ,79.0
IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",,60.89,0.48,0.79,60.41,60.89,61.02,60.0,1.69%,938294,8529804901,19.3917189,NASDAQ,
NWSA,News Corp.,新闻集团,媒体,14.44,0.3,2.12,14.14,14.17,14.45,14.16,2.05%,2147278,8524348951,-49.79310343,NASDAQ,79.0
TTC,The Toro Co.,托罗配件,,80.27,0.6,0.75,79.67,80.0,80.47,79.08,1.75%,616982,8514418416,31.23346254,NYSE,774.0
STOR,STORE Capital Corp.,STORE Capital Corp.,,36.09,-1.15,-3.09,37.24,37.3,37.4,35.84,4.19%,2509166,8459987725,28.87200012,NYSE,
SCI,Service Corp. International,Service Corp. International,,46.2,0.17,0.37,46.03,46.22,46.25,45.65,1.30%,654789,8416242808,20.17467316,NYSE,723.0
LEA,Lear Corp.,李尔,汽车部件与设备,140.09,2.89,2.11,137.2,138.57,140.12,137.12,2.19%,656648,8400189366,10.21064093,NYSE,84.0
UA,"Under Armour, Inc.",安德玛公司,服饰,19.24,0.06,0.31,19.18,19.35,19.38,19.02,1.88%,3271951,8382255550,76.95999908,NYSE,148.0
ALK,"Alaska Air Group, Inc.",阿拉斯加航空集团有限公司,航空公司,68.17,0.42,0.62,67.75,68.15,68.79,67.62,1.73%,1396577,8353592822,13.77171733,NYSE,103.0
COTY,"Coty, Inc.",科蒂,,11.05,-0.2,-1.78,11.25,11.45,11.46,10.94,4.62%,3658517,8340601349,-2.23232336,NYSE,761.0
GGB,Gerdau SA,盖尔道钢铁,,5.09,0.19,3.88,4.9,5.08,5.12,5.02,2.04%,9662703,8319871633,22.13043504,NYSE,747.0
KIM,Kimco Realty Corp.,金科房地产,房地产信托投资基金,19.6,-1.11,-5.36,20.71,20.78,20.78,19.52,6.08%,7470354,8275766471,26.13333384,NYSE,227.0
HFC,HollyFrontier Corp.,HollyFrontier Corp.,,51.39,0.68,1.34,50.71,51.09,51.49,50.9,1.16%,1184446,8268816339,10.15612648,NYSE,710.0
JNPR,"Juniper Networks, Inc.",瞻博网络公司,计算机硬件,24.71,0.08,0.32,24.63,24.81,24.9,24.54,1.46%,2875989,8255548387,23.09345596,NYSE,681.0
CTLT,"Catalent, Inc.","Catalent, Inc.",,56.6,0.3,0.53,56.3,56.54,56.64,55.52,1.99%,700959,8240122385,59.57894651,NYSE,
VEDL,Vedanta Ltd.,Vedanta Ltd.,,8.95,0.32,3.71,8.63,8.96,9.07,8.92,1.74%,696083,8222024341,7.58474594,NYSE,
ZAYO,"Zayo Group Holdings, Inc.","Zayo Group Holdings, Inc.",,34.69,0.04,0.12,34.65,34.66,34.71,34.62,0.26%,5286884,8203791402,55.95161026,NYSE,
VOYA,"Voya Financial, Inc.","Voya Financial, Inc.",保险,61.2,0.22,0.36,60.98,61.2,61.43,60.56,1.43%,1353392,8195779340,14.89051065,NYSE,25.0
IVZ,Invesco Ltd.,美国景顺集团,,17.99,0.01,0.06,17.98,17.81,18.14,17.77,2.06%,5084924,8131511569,15.37606874,NYSE,708.0
Z,"Zillow Group, Inc.","Zillow Group, Inc.",媒体内容,45.21,-0.73,-1.59,45.94,46.26,46.46,44.89,3.42%,2183447,8113911125,-30.75510082,NASDAQ,702.0
MOS,The Mosaic Co.,美国美盛公司,化学制品,21.43,-0.21,-0.97,21.64,21.92,22.15,21.26,4.11%,4159253,8099846863,-238.11110504,NYSE,88.0
G,Genpact Ltd.,简伯特,,42.66,0.49,1.16,42.17,42.45,42.66,42.13,1.26%,1020608,8066693215,26.83018802,NYSE,750.0
AMLP,The Alerian MLP ETF,The Alerian MLP ETF,股权,8.61,0.11,1.29,8.5,8.58,8.63,8.52,1.29%,20838642,8062174418,4.1796116,NYSE,145.0
NWL,"Newell Brands, Inc.",纽威乐柏美,"家用器具
",19.08,-0.14,-0.73,19.22,19.43,19.44,18.87,2.97%,3948118,8029780515,-9.93750018,NYSE,398.0
PPC,Pilgrim's Pride Corp.,Pilgrim's Pride Corp.,食品,32.18,-0.54,-1.64,32.72,32.75,32.94,31.82,3.43%,672063,8009972582,22.50349754,NASDAQ,18.0
ARCC,Ares Capital Corp.,阿瑞斯资本公司,"投资公司
",18.66,0.01,0.05,18.65,18.69,18.73,18.59,0.75%,1957247,7960759673,10.72413778,NASDAQ,261.0
W,"Wayfair, Inc.","Wayfair, Inc.",,93.14,2.77,3.07,90.37,91.63,94.8,91.27,3.91%,1874768,7944954965,-10.69345568,NYSE,
XRX,Xerox Holdings Corp.,施乐公司,办公/企业设备 ,36.93,0.06,0.16,36.87,37.09,37.17,36.26,2.47%,1581406,7934099508,12.69072138,NYSE,642.0
SC,"Santander Consumer USA Holdings, Inc.","Santander Consumer USA Holdings, Inc.",,23.46,0.09,0.39,23.37,23.49,23.49,23.19,1.28%,834390,7921416983,8.62499957,NYSE,726.0
PNR,Pentair Plc,滨特尔公司,,46.42,0.55,1.2,45.87,46.08,46.43,45.8,1.37%,726471,7760853179,22.53398032,NYSE,774.0
AOS,A. O. Smith Corp.,A.O.史密斯,,47.77,0.13,0.27,47.64,47.91,47.98,47.2,1.63%,1034018,7748635782,19.65843586,NYSE,712.0
AMRN,Amarin Corp. Plc,阿玛琳,生物技术和制药,21.53,0.09,0.42,21.44,21.8,21.84,20.91,4.34%,6703044,7691377291,-79.74074012,NASDAQ,700.0
DT,"Dynatrace, Inc.","Dynatrace, Inc.",,26.03,0.73,2.89,25.3,25.57,26.42,25.43,3.91%,1040279,7687265183,-13.41752573,NYSE,
AMH,American Homes 4 Rent,American Homes 4 Rent,,25.9,-0.31,-1.18,26.21,26.31,26.31,25.71,2.29%,1161376,7680345725,95.9259207,NYSE,729.0
KSS,Kohl's Corp.,柯尔百货,,49.11,-1.84,-3.61,50.95,51.22,51.3,48.75,5.00%,4923612,7675746537,11.2379867,NYSE,712.0
ALB,Albemarle Corp.,美国雅宝公司,化学制品,72.61,-0.43,-0.59,73.04,73.5,73.88,72.19,2.31%,1620838,7668836257,13.44629617,NYSE,88.0
PVH,PVH Corp.,PVH Corp.,零售,105.35,0.2,0.19,105.15,105.94,106.41,104.55,1.76%,835401,7649313577,12.23577267,NYSE,52.0
SPR,"Spirit AeroSystems Holdings, Inc.","Spirit AeroSystems Holdings, Inc.",航空航天/国防,74.3,1.42,1.95,72.88,73.31,74.31,73.31,1.37%,805777,7648870550,12.06168911,NYSE,60.0
QGEN,QIAGEN NV,快而精医药,医疗保健产品,33.93,0.13,0.38,33.8,34.29,34.3,33.52,2.31%,3116613,7639372744,-308.4545499,NASDAQ,63.0
TSG,"The Stars Group, Inc.","The Stars Group, Inc.",,26.54,0.45,1.71,26.09,26.21,26.64,26.12,1.99%,3263418,7623325797,-132.67499726,NASDAQ,
DEI,"Douglas Emmett, Inc.",道格拉斯艾美特,房地产信托投资基金,43.5,-0.4,-0.91,43.9,44.09,44.23,43.16,2.44%,606952,7615407167,67.96875152,NYSE,227.0
TPR,"Tapestry, Inc.","Tapestry, Inc.",,26.93,-0.04,-0.15,26.97,27.16,27.32,26.58,2.74%,3823624,7615333696,14.40106965,NYSE,
HDV,iShares Core High Dividend ETF,iShares 核心高股息 ETF,股权,98.29,0.22,0.22,98.07,98.37,98.49,97.93,0.57%,646502,7606372581,,NYSE,145.0
ABMD,"ABIOMED, Inc.",阿比奥梅德,,168.81,-1.78,-1.04,170.59,172.51,173.86,167.14,3.94%,734344,7590843031,34.52147284,NASDAQ,738.0
MOMO,"Momo, Inc.",陌陌科技公司,,36.28,2.78,8.3,33.5,34.13,36.34,34.11,6.66%,3523914,7501680347,20.15555541,NASDAQ,
AIV,Apartment Investment & Management Co.,公寓投资管理公司,,50.58,-1.07,-2.07,51.65,51.69,51.78,50.35,2.77%,880534,7501659101,21.708156,NYSE,729.0
GDI,"Gardner Denver Holdings, Inc.",加德纳丹佛,,36.88,0.2,0.55,36.68,36.88,37.03,36.41,1.69%,910603,7487664317,32.63716922,NYSE,774.0
DBX,"Dropbox, Inc.","Dropbox, Inc.",,18.09,0.18,1.01,17.91,18.06,18.46,17.98,2.71%,4153365,7477890140,-129.21428625,NASDAQ,
IUSG,iShares Core S&P US Growth ETF,iShares Core S&P US Growth ETF,,68.48,0.84,1.24,67.64,68.0,68.48,67.92,0.83%,861115,7450383307,,NYSE,
GNTX,Gentex Corp.,真泰克,汽车制造,29.46,0.48,1.66,28.98,29.09,29.48,28.85,2.20%,1857999,7414608921,17.64071847,NASDAQ,155.0
RHI,"Robert Half International, Inc.",罗伯特哈夫,商业服务,63.75,0.6,0.95,63.15,63.45,63.75,62.81,1.49%,864847,7363162117,16.34615345,NYSE,16.0
PBCT,"People's United Financial, Inc.",人民联合金融公司,"储蓄及贷款
",16.76,-0.14,-0.83,16.9,17.0,17.0,16.53,2.78%,3614872,7306026377,12.69696937,NASDAQ,242.0
SCHZ,Schwab U.S. Aggregate Bond ETF,嘉信 美国投资级债券 ETF,股权,53.54,0.11,0.21,53.43,53.54,53.63,53.48,0.28%,1042876,7280069517,,NYSE,145.0
CONE,"CyrusOne, Inc.","CyrusOne, Inc.",,64.32,-1.11,-1.7,65.43,65.51,65.51,63.95,2.38%,986138,7269447258,-459.42856729,NASDAQ,729.0
BRFS,BRF SA,BRF SA,食品,8.86,0.16,1.84,8.7,8.79,8.9,8.77,1.49%,1359746,7234655766,-10.42352872,NYSE,18.0
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",钢铁,33.8,-0.24,-0.71,34.04,34.4,34.41,33.56,2.50%,1243508,7231646286,9.23497225,NASDAQ,46.0
TCF,TCF Financial Corp.,TCF Financial Corp.,,47.11,0.31,0.66,46.8,46.96,47.12,46.42,1.50%,1287229,7202458955,22.0140179,NYSE,
AXTA,Axalta Coating Systems Ltd.,Axalta Coating Systems Ltd.,,30.65,0.25,0.82,30.4,30.5,30.71,30.36,1.17%,2932940,7190849480,25.3305774,NYSE,
EWBC,"East West Bancorp, Inc.",华美,银行,49.56,0.86,1.77,48.7,49.11,49.59,48.53,2.17%,954116,7189505848,10.94039715,NASDAQ,61.0
PLAN,"Anaplan, Inc.","Anaplan, Inc.",,53.78,1.38,2.63,52.4,52.22,54.05,52.22,3.49%,3695956,7133491315,-46.7652173,NYSE,
SLG,SL Green Realty Corp.,SL Green Realty Corp.,,88.91,-2.97,-3.23,91.88,92.38,92.56,88.53,4.39%,1172005,7119402670,41.74178351,NYSE,729.0
NLSN,Nielsen Holdings Plc,尼尔森,媒体,20.12,-0.18,-0.89,20.3,20.38,20.45,19.91,2.66%,4195895,7109082838,-5.68361612,NYSE,79.0
SQM,Sociedad Quimica y Minera de Chile SA,智利矿业化工,化学制品,26.93,0.24,0.9,26.69,26.92,27.1,26.78,1.20%,731002,7079999334,22.2561979,NYSE,88.0
FIVE,"Five Below, Inc.","Five Below, Inc.",,127.65,-0.21,-0.16,127.86,128.85,128.85,125.43,2.67%,1001956,7038737407,46.25000071,NASDAQ,822.0
ECA,Encana Corp.,加拿大能源,油气,4.74,0.05,1.07,4.69,4.74,4.78,4.67,2.35%,16915170,7029593727,3.82258043,NYSE,76.0
COG,Cabot Oil & Gas Corp.,卡伯特油气公司,,17.23,-0.18,-1.03,17.41,17.52,17.6,16.93,3.85%,7962574,6977556699,9.02094233,NYSE,710.0
SCHV,Schwab U.S. Large-Cap Value ETF,嘉信 美国大盘价值 ETF,股权,60.44,0.32,0.53,60.12,60.42,60.44,60.11,0.56%,629143,6974280744,,NYSE,145.0
HLF,Herbalife Nutrition Ltd.,康宝莱国际公司,,47.2,-0.47,-0.99,47.67,47.94,48.01,46.66,2.82%,1110518,6940445579,21.35746604,NYSE,761.0
PRGO,Perrigo Co. Plc,百利高,制药,51.29,-0.37,-0.72,51.66,51.63,51.71,50.09,3.14%,1513665,6932082138,28.33701798,NASDAQ,10.0
STWD,"Starwood Property Trust, Inc.","Starwood Property Trust, Inc.",房地产信托投资基金,24.69,-0.17,-0.68,24.86,24.84,24.89,24.53,1.43%,1394984,6931280399,16.13725555,NYSE,227.0
UGP,Ultrapar Participa莽oes SA,Ultrapar Participa莽oes SA,,6.38,0.12,1.92,6.26,6.27,6.38,6.25,2.08%,1350513,6875505534,22.7857146,NYSE,710.0
